epi_week,date,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases
18,2020-04-26,SP,Campinas/SP,3509502,1,12,6,262,0.981,21.419,0.046
18,2020-04-27,SP,Campinas/SP,3509502,0,12,17,279,0.981,22.808,0.043
18,2020-04-28,SP,Campinas/SP,3509502,0,12,41,320,0.981,26.160,0.037
18,2020-04-29,SP,Campinas/SP,3509502,4,16,24,344,1.308,28.122,0.047
18,2020-04-30,SP,Campinas/SP,3509502,2,18,25,369,1.472,30.166,0.049
18,2020-05-01,SP,Campinas/SP,3509502,1,19,3,372,1.553,30.411,0.051
18,2020-05-02,SP,Campinas/SP,3509502,1,20,8,380,1.635,31.065,0.053
19,2020-05-03,SP,Campinas/SP,3509502,1,21,22,402,1.717,32.864,0.052
19,2020-05-04,SP,Campinas/SP,3509502,0,21,1,403,1.717,32.945,0.052
19,2020-05-05,SP,Campinas/SP,3509502,3,24,27,430,1.962,35.153,0.056
19,2020-05-06,SP,Campinas/SP,3509502,0,24,129,559,1.962,45.698,0.043
19,2020-05-07,SP,Campinas/SP,3509502,-1,23,-4,555,1.880,45.371,0.041
19,2020-05-08,SP,Campinas/SP,3509502,2,25,-28,527,2.044,43.082,0.047
19,2020-05-09,SP,Campinas/SP,3509502,0,25,68,595,2.044,48.641,0.042
20,2020-05-10,SP,Campinas/SP,3509502,0,25,14,609,2.044,49.786,0.041
20,2020-05-11,SP,Campinas/SP,3509502,1,26,6,615,2.126,50.276,0.042
20,2020-05-12,SP,Campinas/SP,3509502,1,27,28,643,2.207,52.565,0.042
20,2020-05-13,SP,Campinas/SP,3509502,0,27,87,730,2.207,59.678,0.037
20,2020-05-14,SP,Campinas/SP,3509502,2,29,39,769,2.371,62.866,0.038
20,2020-05-15,SP,Campinas/SP,3509502,4,33,71,840,2.698,68.670,0.039
20,2020-05-16,SP,Campinas/SP,3509502,2,35,106,946,2.861,77.336,0.037
21,2020-05-17,SP,Campinas/SP,3509502,2,37,41,987,3.025,80.688,0.037
21,2020-05-18,SP,Campinas/SP,3509502,4,41,19,1006,3.352,82.241,0.041
21,2020-05-19,SP,Campinas/SP,3509502,1,42,67,1073,3.434,87.718,0.039
21,2020-05-20,SP,Campinas/SP,3509502,2,44,59,1132,3.597,92.541,0.039
21,2020-05-21,SP,Campinas/SP,3509502,1,45,60,1192,3.679,97.446,0.038
21,2020-05-22,SP,Campinas/SP,3509502,2,47,55,1247,3.842,101.943,0.038
21,2020-05-23,SP,Campinas/SP,3509502,5,52,59,1306,4.251,106.766,0.040
22,2020-05-24,SP,Campinas/SP,3509502,1,53,29,1335,4.333,109.137,0.040
22,2020-05-25,SP,Campinas/SP,3509502,4,57,47,1382,4.660,112.979,0.041
22,2020-05-26,SP,Campinas/SP,3509502,4,61,33,1415,4.987,115.677,0.043
22,2020-05-27,SP,Campinas/SP,3509502,3,64,39,1454,5.232,118.865,0.044
22,2020-05-28,SP,Campinas/SP,3509502,1,65,66,1520,5.314,124.260,0.043
22,2020-05-29,SP,Campinas/SP,3509502,4,69,107,1627,5.641,133.008,0.042
22,2020-05-30,SP,Campinas/SP,3509502,5,74,106,1733,6.050,141.673,0.043
23,2020-05-31,SP,Campinas/SP,3509502,1,75,20,1753,6.131,143.308,0.043
23,2020-06-01,SP,Campinas/SP,3509502,3,78,69,1822,6.377,148.949,0.043
23,2020-06-02,SP,Campinas/SP,3509502,1,79,106,1928,6.458,157.615,0.041
23,2020-06-03,SP,Campinas/SP,3509502,1,80,171,2099,6.540,171.594,0.038
23,2020-06-04,SP,Campinas/SP,3509502,10,90,148,2247,7.358,183.693,0.040
23,2020-06-05,SP,Campinas/SP,3509502,3,93,167,2414,7.603,197.345,0.039
23,2020-06-06,SP,Campinas/SP,3509502,8,101,190,2604,8.257,212.878,0.039
24,2020-06-07,SP,Campinas/SP,3509502,3,104,113,2717,8.502,222.116,0.038
24,2020-06-08,SP,Campinas/SP,3509502,3,107,35,2752,8.747,224.977,0.039
24,2020-06-09,SP,Campinas/SP,3509502,9,116,162,2914,9.483,238.220,0.040
24,2020-06-10,SP,Campinas/SP,3509502,5,121,207,3121,9.892,255.143,0.039
24,2020-06-11,SP,Campinas/SP,3509502,9,130,170,3291,10.628,269.040,0.040
24,2020-06-12,SP,Campinas/SP,3509502,6,136,199,3490,11.118,285.309,0.039
24,2020-06-13,SP,Campinas/SP,3509502,12,148,192,3682,12.099,301.005,0.040
25,2020-06-14,SP,Campinas/SP,3509502,0,148,170,3852,12.099,314.902,0.038
25,2020-06-15,SP,Campinas/SP,3509502,1,149,32,3884,12.181,317.518,0.038
25,2020-06-16,SP,Campinas/SP,3509502,15,164,373,4257,13.407,348.011,0.039
25,2020-06-17,SP,Campinas/SP,3509502,21,185,45,4302,15.124,351.690,0.043
25,2020-06-18,SP,Campinas/SP,3509502,9,194,28,4330,15.860,353.979,0.045
25,2020-06-19,SP,Campinas/SP,3509502,9,203,797,5127,16.595,419.134,0.040
25,2020-06-20,SP,Campinas/SP,3509502,8,211,190,5317,17.249,434.666,0.040
26,2020-06-21,SP,Campinas/SP,3509502,0,211,142,5459,17.249,446.275,0.039
26,2020-06-22,SP,Campinas/SP,3509502,2,213,179,5638,17.413,460.908,0.038
26,2020-06-23,SP,Campinas/SP,3509502,23,236,252,5890,19.293,481.509,0.040
26,2020-06-24,SP,Campinas/SP,3509502,17,253,434,6324,20.683,516.989,0.040
26,2020-06-25,SP,Campinas/SP,3509502,18,271,280,6604,22.154,539.879,0.041
26,2020-06-26,SP,Campinas/SP,3509502,7,278,340,6944,22.727,567.674,0.040
26,2020-06-27,SP,Campinas/SP,3509502,14,292,330,7274,23.871,594.652,0.040
27,2020-06-28,SP,Campinas/SP,3509502,1,293,352,7626,23.953,623.428,0.038
27,2020-06-29,SP,Campinas/SP,3509502,4,297,117,7743,24.280,632.993,0.038
27,2020-06-30,SP,Campinas/SP,3509502,19,316,277,8020,25.833,655.637,0.039
27,2020-07-01,SP,Campinas/SP,3509502,8,324,404,8424,26.487,688.665,0.038
27,2020-07-02,SP,Campinas/SP,3509502,17,341,349,8773,27.877,717.195,0.039
27,2020-07-03,SP,Campinas/SP,3509502,13,354,278,9051,28.940,739.922,0.039
27,2020-07-04,SP,Campinas/SP,3509502,10,364,79,9130,29.757,746.380,0.040
28,2020-07-05,SP,Campinas/SP,3509502,6,370,303,9433,30.248,771.151,0.039
28,2020-07-06,SP,Campinas/SP,3509502,4,374,191,9624,30.575,786.765,0.039
28,2020-07-07,SP,Campinas/SP,3509502,10,384,430,10054,31.392,821.918,0.038
28,2020-07-08,SP,Campinas/SP,3509502,19,403,406,10460,32.945,855.108,0.039
28,2020-07-09,SP,Campinas/SP,3509502,17,420,316,10776,34.335,880.941,0.039
28,2020-07-10,SP,Campinas/SP,3509502,16,436,303,11079,35.643,905.712,0.039
28,2020-07-11,SP,Campinas/SP,3509502,10,446,288,11367,36.461,929.256,0.039
29,2020-07-12,SP,Campinas/SP,3509502,7,453,146,11513,37.033,941.191,0.039
29,2020-07-13,SP,Campinas/SP,3509502,2,455,138,11651,37.196,952.473,0.039
29,2020-07-14,SP,Campinas/SP,3509502,26,481,314,11965,39.322,978.142,0.040
29,2020-07-15,SP,Campinas/SP,3509502,20,501,292,12257,40.957,1002.014,0.041
29,2020-07-16,SP,Campinas/SP,3509502,15,516,300,12557,42.183,1026.539,0.041
29,2020-07-17,SP,Campinas/SP,3509502,10,526,200,12757,43.001,1042.889,0.041
29,2020-07-18,SP,Campinas/SP,3509502,12,538,127,12884,43.982,1053.271,0.042
30,2020-07-19,SP,Campinas/SP,3509502,5,543,84,12968,44.390,1060.138,0.042
30,2020-07-20,SP,Campinas/SP,3509502,1,544,245,13213,44.472,1080.167,0.041
30,2020-07-21,SP,Campinas/SP,3509502,24,568,153,13366,46.434,1092.675,0.042
30,2020-07-22,SP,Campinas/SP,3509502,10,578,701,14067,47.252,1149.982,0.041
30,2020-07-23,SP,Campinas/SP,3509502,25,603,475,14542,49.295,1188.813,0.041
30,2020-07-24,SP,Campinas/SP,3509502,15,618,624,15166,50.522,1239.825,0.041
30,2020-07-25,SP,Campinas/SP,3509502,16,634,510,15676,51.830,1281.518,0.040
31,2020-07-26,SP,Campinas/SP,3509502,6,640,133,15809,52.320,1292.391,0.040
31,2020-07-27,SP,Campinas/SP,3509502,5,645,172,15981,52.729,1306.452,0.040
31,2020-07-28,SP,Campinas/SP,3509502,20,665,482,16463,54.364,1345.855,0.040
31,2020-07-29,SP,Campinas/SP,3509502,16,681,483,16946,55.672,1385.341,0.040
31,2020-07-30,SP,Campinas/SP,3509502,20,701,355,17301,57.307,1414.362,0.041
31,2020-07-31,SP,Campinas/SP,3509502,10,711,441,17742,58.124,1450.414,0.040
31,2020-08-01,SP,Campinas/SP,3509502,11,722,291,18033,59.024,1474.203,0.040
32,2020-08-02,SP,Campinas/SP,3509502,1,723,356,18389,59.105,1503.306,0.039
32,2020-08-03,SP,Campinas/SP,3509502,9,732,179,18568,59.841,1517.940,0.039
32,2020-08-04,SP,Campinas/SP,3509502,18,750,449,19017,61.313,1554.646,0.039
32,2020-08-05,SP,Campinas/SP,3509502,8,758,361,19378,61.967,1584.157,0.039
32,2020-08-06,SP,Campinas/SP,3509502,17,775,414,19792,63.356,1618.002,0.039
32,2020-08-07,SP,Campinas/SP,3509502,14,789,357,20149,64.501,1647.187,0.039
32,2020-08-08,SP,Campinas/SP,3509502,8,797,450,20599,65.155,1683.975,0.039
33,2020-08-09,SP,Campinas/SP,3509502,3,800,157,20756,65.400,1696.809,0.039
33,2020-08-10,SP,Campinas/SP,3509502,2,802,133,20889,65.564,1707.682,0.038
33,2020-08-11,SP,Campinas/SP,3509502,16,818,524,21413,66.872,1750.519,0.038
33,2020-08-12,SP,Campinas/SP,3509502,11,829,579,21992,67.771,1797.853,0.038
33,2020-08-13,SP,Campinas/SP,3509502,18,847,660,22652,69.243,1851.808,0.037
33,2020-08-14,SP,Campinas/SP,3509502,17,864,370,23022,70.632,1882.056,0.038
33,2020-08-15,SP,Campinas/SP,3509502,10,874,509,23531,71.450,1923.666,0.037
34,2020-08-16,SP,Campinas/SP,3509502,3,877,89,23620,71.695,1930.942,0.037
34,2020-08-17,SP,Campinas/SP,3509502,5,882,205,23825,72.104,1947.701,0.037
34,2020-08-18,SP,Campinas/SP,3509502,19,901,223,24048,73.657,1965.931,0.037
34,2020-08-19,SP,Campinas/SP,3509502,12,913,208,24256,74.638,1982.935,0.038
34,2020-08-20,SP,Campinas/SP,3509502,10,923,450,24706,75.456,2019.723,0.037
34,2020-08-21,SP,Campinas/SP,3509502,14,937,137,24843,76.600,2030.923,0.038
34,2020-08-22,SP,Campinas/SP,3509502,13,950,405,25248,77.663,2064.032,0.038
35,2020-08-23,SP,Campinas/SP,3509502,6,956,184,25432,78.153,2079.074,0.038
