Iteration,Memory,Runtime
0,10692984,0.24416422843933105
1,10692984,0.28130006790161133
2,10692984,0.2591273784637451
3,10692984,0.28118467330932617
4,10692984,0.27465367317199707
5,10692984,0.2777383327484131
6,10692984,0.3181788921356201
7,10692984,0.2837693691253662
8,10692984,0.27266550064086914
9,10692984,0.2570509910583496
10,10692984,0.26717448234558105
11,10692984,0.32561302185058594
12,10692984,0.27536892890930176
13,10692984,0.2571094036102295
14,10692984,0.2729148864746094
15,10692984,0.26471638679504395
16,10692984,0.2689094543457031
17,10692984,0.2588772773742676
18,10692984,0.29834556579589844
19,10692984,0.26526665687561035
20,10692984,0.2512073516845703
21,10692984,0.25283098220825195
22,10692984,0.27976155281066895
23,10692984,0.2773754596710205
24,10692984,0.27168869972229004
25,10692984,0.25112390518188477
26,10692984,0.29577183723449707
27,10692984,0.263660192489624
28,10692984,0.2799994945526123
29,10692984,0.2551138401031494
30,10692984,0.26680588722229004
31,10692984,0.2891669273376465
32,10692984,0.2650630474090576
33,10692984,0.2774181365966797
34,10692984,0.2777433395385742
35,10692984,0.29803037643432617
36,10692984,0.2618067264556885
37,10692984,0.2953958511352539
38,10692984,0.3045535087585449
39,10692984,0.26885008811950684
40,10692984,0.2563149929046631
41,10692984,0.2756845951080322
42,10692984,0.25435853004455566
43,10692984,0.27799224853515625
44,10692984,0.26778459548950195
45,10692984,0.2605888843536377
46,10692984,0.26714658737182617
47,10692984,0.27009057998657227
48,10692984,0.2609717845916748
49,10692984,0.276674747467041
